row_number,reason,manufacturer_name,airbus_material,manufacturer_part_number,cage_code,standard
1010578,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010579,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010580,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010581,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010582,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010583,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010584,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010585,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010586,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010587,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010588,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010589,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010590,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010591,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010592,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010593,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010594,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010595,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010596,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010597,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010598,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010599,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010600,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010601,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010602,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010603,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010604,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010605,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010606,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010607,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010608,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010609,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010610,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010611,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010612,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010613,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010614,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010615,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010616,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010617,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010618,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010619,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010620,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010621,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010622,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010623,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010624,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010625,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010626,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010627,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010628,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010629,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010630,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010631,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010632,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010633,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010634,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010635,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010636,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010637,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010638,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010639,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010640,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010641,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010642,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010643,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010644,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010645,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010646,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010647,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010648,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010649,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010650,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010651,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010652,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010653,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010654,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010655,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010656,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010657,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010658,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010659,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010660,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010661,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010662,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010663,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010664,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010665,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010666,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010667,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010668,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010669,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010670,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010671,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010672,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010673,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010674,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010675,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010676,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010677,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010678,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010679,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010680,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010681,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010682,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010683,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010684,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010685,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010686,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010687,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010688,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010689,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010690,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010691,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010692,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010693,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010694,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010695,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010696,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010697,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010698,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010699,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010700,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010701,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010702,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010703,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010704,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010705,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010706,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010707,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010708,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010709,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010710,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010711,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010712,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010713,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010714,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010715,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010716,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010717,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010718,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010719,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010720,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010721,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010722,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010723,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010724,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010725,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010726,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010727,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010728,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010729,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010730,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010731,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010732,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010733,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010734,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010735,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010736,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010737,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010738,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010739,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010740,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010741,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010742,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010743,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010744,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010745,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010746,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010747,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010748,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010749,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010750,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010751,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010752,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010753,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010754,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010755,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010756,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010757,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010758,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010759,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010760,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010761,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010762,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010763,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010764,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010765,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010766,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010767,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010768,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010769,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010770,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010771,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010772,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010773,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010774,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010775,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010776,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010777,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010778,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010779,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010780,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010781,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010782,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010783,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010784,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010785,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010786,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010787,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010788,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010789,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010790,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010791,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010792,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010793,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010794,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010795,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010796,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010797,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010798,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010799,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010800,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010801,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010802,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010803,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010804,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010805,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010806,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010807,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010808,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010809,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010810,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010811,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010812,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010813,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010814,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010815,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010816,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010817,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010818,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1010819,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
